Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,Opponent Pace,Opponent ORtg,Opponent FTr,Opponent 3PAr,Opponent TS%,Opponent TRB%,Opponent AST%,Opponent STL%,Opponent BLK%,Oppone t eFG%,Opponent TOV%,Opponent ORB%,Opponent Advanced FT/FGA
117,High Point,31,15,16,0.484,-9.06,-6.28,9,9,8,8,7,7,2133,2136,66.8,101.5,0.322,0.408,0.54,48.8,52.9,9.9,10,0.514,17.5,26.7,0.218
118,Hofstra,32,15,17,0.469,-2.35,-1.9,7,11,7,7,6,7,2473,2454,69,110.2,0.285,0.338,0.553,49.7,52.1,7.3,8.3,0.524,13.2,29.1,0.207
119,Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,1932,1988,61.5,100.6,0.304,0.467,0.56,57.2,65.1,7.7,10.7,0.533,22.3,32.3,0.217
120,Houston Baptist,31,17,14,0.548,-7.3,-4.44,12,6,13,1,4,12,2441,2398,72.9,106.1,0.363,0.362,0.56,45.9,52.4,9.5,7.9,0.523,16.3,27.1,0.267
121,Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,2358,2077,65.8,98.3,0.369,0.386,0.515,49.5,51.4,7.2,8,0.472,17.8,30.6,0.266
122,Howard,34,10,24,0.294,-16.97,-7.97,5,11,6,6,2,16,2163,2433,68.4,104.6,0.36,0.368,0.526,50.6,57.9,10.1,8.4,0.492,15.6,33.3,0.251
123,Idaho State,31,5,26,0.161,-15.1,-3.37,3,15,4,7,1,16,2164,2486,70.2,113.3,0.334,0.4,0.587,55.6,51.6,9.4,9.7,0.56,16,31.6,0.24
124,Idaho,33,19,14,0.576,-5.34,-5.89,12,6,12,3,6,10,2412,2346,67.9,102.4,0.422,0.435,0.54,47.4,52.7,7.8,8.8,0.492,15.9,25,0.313
125,Illinois-Chicago,36,17,19,0.472,-5.95,-3.63,7,11,10,8,5,9,2749,2754,74,102.3,0.317,0.295,0.514,47.9,51.5,10.1,10.2,0.475,14.3,29.7,0.232
126,Illinois State,35,28,7,0.8,10.3,2.71,17,1,16,1,9,4,2418,2146,65.8,92.9,0.324,0.388,0.481,48.3,52.8,8.8,7.7,0.443,16.7,28.5,0.224
127,Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,2508,2417,68.9,99.9,0.298,0.367,0.529,48.8,45.6,7.7,7.5,0.495,16.4,26.2,0.217
128,Incarnate Word,29,12,17,0.414,-12.14,-5.62,7,11,10,5,2,12,2212,2320,73.3,108.7,0.38,0.271,0.546,54.3,47.4,9.4,10.5,0.507,14.6,32.2,0.276
129,Indiana State,31,11,20,0.355,-1.02,3.18,5,13,8,6,3,10,2170,2255,70.1,101,0.424,0.31,0.519,53.3,48.7,7.7,11.7,0.477,15.6,28.8,0.293
130,Indiana,34,18,16,0.529,14.63,8.16,7,11,14,4,2,8,2711,2491,69.5,103.1,0.368,0.342,0.525,44.9,47.3,8.9,11.1,0.487,13.8,28,0.259
131,Iona NCAA,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,72.3,105.1,0.334,0.355,0.532,51.8,53,6.6,7.8,0.5,15.4,32,0.232
132,Iowa State NCAA,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,70.6,100.6,0.256,0.359,0.518,52.3,51.9,6.6,9.1,0.49,16.7,31.6,0.18
133,Iowa,34,19,15,0.559,10.01,7.54,10,8,15,5,3,7,2738,2654,72.8,104.5,0.275,0.368,0.535,49.9,60.1,10.4,8.8,0.51,16.4,32.2,0.188
134,IPFW,33,20,13,0.606,0.38,-3.19,8,8,14,3,6,9,2869,2602,75.1,103.4,0.313,0.42,0.558,46.7,54.4,8.3,6.6,0.524,16.7,23.3,0.234
135,IUPUI,32,14,18,0.438,-4.29,-1.62,7,9,8,4,5,13,2500,2517,72,108.4,0.414,0.344,0.577,50.6,49.9,8,10.6,0.534,16.7,28.1,0.313
136,Jackson State,32,14,18,0.438,-15.42,-11.55,10,8,10,4,4,13,2066,2142,65.9,100.8,0.488,0.353,0.543,48.5,53.9,7.6,8.6,0.493,18.3,27.7,0.351
137,Jacksonville State NCAA,35,20,15,0.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,65.3,103.3,0.339,0.366,0.524,47.3,49,9.1,9,0.486,14.4,27.8,0.245
138,Jacksonville,33,17,16,0.515,-10.21,-8.45,5,9,7,7,8,9,2557,2477,70.4,106.2,0.349,0.404,0.572,50.5,51.2,8,9.2,0.551,18.2,27.5,0.233
139,James Madison,33,10,23,0.303,-5.64,-1.83,7,11,6,9,3,13,2194,2299,65.8,104.7,0.384,0.428,0.55,47.5,53.9,9.2,8,0.513,15.8,25,0.276
140,Kansas State NCAA,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,67.5,100,0.334,0.34,0.533,50.8,55.5,9.3,9.5,0.496,19.1,32.3,0.244
141,Kansas NCAA,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,71.4,99.7,0.3,0.342,0.515,47,49.9,9.4,9.4,0.481,16.1,29.4,0.215
142,Kennesaw State,32,14,18,0.438,-8.44,-5.97,7,7,8,5,6,13,2401,2456,71.5,107.4,0.367,0.314,0.557,49,44.1,9.3,6.8,0.53,15.3,28.6,0.248
143,Kent State NCAA,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,70.7,101.4,0.333,0.356,0.53,46,51.9,8.3,5.7,0.497,16.8,29.6,0.234
144,Kentucky NCAA,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,74.3,95.8,0.335,0.333,0.507,46.8,44,6.4,7.7,0.475,16.9,27.1,0.227
145,La Salle,30,15,15,0.5,1.91,2.94,9,9,11,4,4,8,2266,2297,69.1,108.9,0.331,0.384,0.573,50.6,55.6,8.8,9,0.543,15.8,27.6,0.239
146,Lafayette,30,9,21,0.3,-14.68,-3.5,5,13,5,10,4,11,1995,2282,70.3,107.8,0.311,0.437,0.563,53.9,55.5,10.8,6.5,0.54,16.1,28.6,0.213
147,Lamar,34,19,15,0.559,-7.36,-7.93,10,8,12,3,6,11,2623,2434,70.7,100.2,0.415,0.314,0.55,49.4,53,8.2,12.4,0.512,19.8,29.2,0.292
148,Lehigh,32,20,12,0.625,1.54,-3.3,12,6,12,2,8,10,2432,2261,70.4,99.2,0.276,0.382,0.532,48.3,52.8,9,7.5,0.501,16.5,23.7,0.202
149,Liberty,35,21,14,0.6,-5.51,-6.16,14,4,14,5,7,8,2331,2220,64.3,97.6,0.41,0.422,0.546,54.4,51.2,6.9,9.3,0.504,19.7,23.6,0.296
150,Lipscomb,33,20,13,0.606,-1.55,-4.45,11,3,11,5,9,6,2804,2562,76,101.7,0.421,0.355,0.543,49.1,49.5,8.9,10.1,0.505,17.9,29.3,0.292
151,Long Beach State,34,15,19,0.441,-5.98,-0.6,9,7,10,2,3,15,2549,2666,71.5,107.7,0.369,0.343,0.559,50.5,50.2,9.4,9.9,0.528,16.4,32,0.259
152,Long Island University,32,20,12,0.625,-7.8,-8.51,13,5,8,5,9,6,2278,2218,68.5,100,0.367,0.352,0.526,46,50.7,8.9,9.5,0.488,17.1,28.7,0.258
153,Longwood,30,6,24,0.2,-21.23,-6.16,3,15,5,9,1,15,2018,2408,71,113,0.322,0.343,0.57,55.3,48.3,11.2,6.7,0.545,15.2,33.9,0.224
154,Louisiana,33,21,12,0.636,-0.64,-3.28,10,8,12,4,8,7,2704,2518,73.3,103.7,0.359,0.334,0.562,45.8,45.4,8.3,8.1,0.533,18.1,26.9,0.25
155,Louisiana-Monroe,33,9,24,0.273,-7.88,-2.56,2,16,6,8,2,12,2198,2299,66.1,103.1,0.337,0.357,0.527,49.6,52.2,9,10.6,0.497,14.6,28.7,0.228
156,Louisiana State,31,10,21,0.323,0.53,8.69,2,16,8,8,1,10,2319,2572,73.2,113.4,0.368,0.381,0.577,50.6,53.1,9.5,8.6,0.545,14.7,31.5,0.264
157,Louisiana Tech,33,23,10,0.697,5.2,-4.35,14,4,15,2,6,7,2557,2203,70.8,94,0.264,0.343,0.501,47.6,56.3,8.1,8.3,0.473,17.2,25.7,0.181
158,Louisville NCAA,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,68.5,95.6,0.388,0.356,0.5,45.9,48.3,7.2,8.3,0.457,17,28.2,0.269
159,Loyola (IL),32,18,14,0.563,5.15,1.02,8,10,13,3,3,9,2348,2137,66.9,98.3,0.323,0.339,0.54,50.8,49,8,9.6,0.508,19,25.2,0.229
160,Loyola Marymount,30,15,15,0.5,-0.47,1.6,8,10,10,7,5,7,2113,2125,69,102.3,0.43,0.355,0.552,50.5,60.3,8.9,9.1,0.511,18.8,29.9,0.308
161,Loyola (MD),33,16,17,0.485,-6.32,-3.6,8,10,10,4,6,11,2175,2249,67.2,100.6,0.351,0.328,0.551,48.7,51.6,10.5,11.3,0.517,19,28.3,0.252
162,Maine,32,7,25,0.219,-16.33,-4.01,3,13,4,9,3,14,2069,2400,69.2,108.4,0.33,0.347,0.556,51.5,52,9.6,9.4,0.524,14.6,28,0.238
163,Manhattan,32,10,22,0.313,-9.67,-2.61,5,15,7,7,3,13,2259,2485,71.8,106.1,0.534,0.325,0.563,50.2,60.2,8.9,10.6,0.516,17.5,30.2,0.38
164,Marist,32,8,24,0.25,-12.33,-2.74,5,15,5,8,2,14,2223,2530,69.1,113.6,0.37,0.347,0.564,55.2,53.9,9.2,9.8,0.526,13.5,32.9,0.273
165,Marquette NCAA,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,71.1,105.9,0.356,0.342,0.553,50.4,59.5,9.2,10.3,0.522,16,29.1,0.249
166,Marshall,35,20,15,0.571,0.18,-1.05,10,8,13,3,4,11,2997,2939,77.3,107.4,0.31,0.294,0.535,53.3,47.2,7.8,9.2,0.512,14.4,32.7,0.204
167,Maryland-Baltimore County,34,21,13,0.618,-3.84,-5.87,9,7,13,5,8,8,2759,2624,71.3,106,0.345,0.382,0.555,50.1,51.7,7.7,6.8,0.521,15.6,26.4,0.249
168,Maryland-Eastern Shore,34,14,20,0.412,-13.77,-7.61,9,7,7,4,5,14,2424,2583,69.8,107.2,0.41,0.384,0.558,53.6,56.7,7.8,9.4,0.522,17.2,33.1,0.29
169,Maryland NCAA,33,24,9,0.727,12.79,8.29,12,6,13,5,8,2,2438,2246,68.1,99.6,0.327,0.328,0.507,49.7,46.3,9,10.9,0.471,15.9,31.8,0.23
170,Massachusetts-Lowell,31,11,20,0.355,-10.13,-6.4,5,11,8,6,2,14,2429,2517,73,109.8,0.374,0.369,0.568,51,54.7,11.7,7.1,0.531,15.5,30.3,0.275
171,Massachusetts,33,15,18,0.455,1.63,1.66,4,14,11,7,3,10,2371,2372,73,98.5,0.445,0.324,0.516,50.7,57.9,9.2,8.3,0.469,17,30.2,0.313
172,McNeese State,29,7,22,0.241,-14.28,-4.12,4,14,4,10,3,12,2043,2292,72.4,108.7,0.396,0.317,0.544,55,53.8,8.7,8.4,0.504,15.4,35.4,0.284
173,Memphis,32,19,13,0.594,6.47,3.19,9,9,14,4,4,7,2367,2262,70,100.2,0.332,0.388,0.52,49.8,54.5,8.2,10.1,0.488,16.7,30.6,0.228
174,Mercer,32,15,17,0.469,-1.12,-0.92,9,9,8,7,6,7,2269,2184,63.5,106.3,0.334,0.446,0.532,46,58.5,8.8,9.8,0.492,13.8,28.1,0.25
175,Miami (FL) NCAA,33,21,12,0.636,14.48,9.57,10,8,14,2,4,6,2278,2116,64.7,98.7,0.287,0.347,0.512,47,51.9,9.2,8.3,0.476,16,28.1,0.212
176,Miami (OH),32,11,21,0.344,-8.16,-2.1,4,14,10,8,1,13,2249,2384,71.6,103.2,0.385,0.425,0.547,52.9,49.2,11.2,9.8,0.506,18.2,31,0.283
177,Michigan State NCAA,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,68.2,100.4,0.347,0.327,0.509,47.4,53.6,8.8,8.8,0.467,13.9,26.9,0.252
178,Michigan NCAA,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,63.8,103.1,0.272,0.288,0.542,52.1,45.7,6.6,8.3,0.519,17,29.5,0.186
179,Middle Tennessee NCAA,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,66.4,95.8,0.372,0.36,0.519,46.1,50.6,7.1,5.8,0.478,17.7,23.8,0.265
180,Milwaukee,35,11,24,0.314,-7.37,-2.17,4,14,5,8,2,13,2347,2494,65.3,106.9,0.331,0.395,0.563,51.5,53.8,8.7,10.6,0.535,15.5,26,0.232
181,Minnesota NCAA,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,70.3,96.6,0.292,0.332,0.484,49.5,53.7,7.9,8.7,0.451,15,30.1,0.199
182,Mississippi State,32,16,16,0.5,7.12,5.9,6,12,10,7,2,8,2320,2281,70.8,100.3,0.379,0.341,0.522,51.1,47.1,7.2,9.5,0.481,17,30.2,0.269
183,Mississippi Valley State,32,7,25,0.219,-20.54,-7.11,7,11,5,4,2,20,2235,2665,72.1,114.2,0.378,0.393,0.591,53,55.7,10.2,8.2,0.564,16.8,33.7,0.266
184,Mississippi,36,22,14,0.611,9.65,7.99,10,8,13,6,6,6,2807,2747,73.4,103.2,0.356,0.401,0.533,48,59.4,9.2,9.7,0.498,16.3,30,0.25
185,Missouri-Kansas City,35,18,17,0.514,-4.97,-1.06,8,6,12,5,4,10,2691,2753,74.5,105.3,0.42,0.365,0.552,52.1,51.5,8.5,7.9,0.519,17.3,31.1,0.285
186,Missouri State,33,17,16,0.515,2.84,1.18,7,11,11,6,4,8,2403,2277,66.4,102,0.326,0.356,0.535,45.8,54.4,8.8,7.5,0.495,14.8,24.3,0.245
187,Missouri,32,8,24,0.25,2.98,6.73,2,16,6,11,0,9,2213,2333,70.5,102.7,0.426,0.395,0.533,51.9,51,7.4,12.6,0.496,16.7,30.2,0.29
188,Monmouth,34,27,7,0.794,4.94,-2.62,18,2,13,2,12,4,2761,2504,74.2,98.2,0.357,0.38,0.511,49.8,52.1,7.9,11.5,0.47,16.9,30,0.254
189,Montana State,32,16,16,0.5,-6.14,-5.88,11,7,12,5,4,10,2561,2532,71.7,107.1,0.496,0.387,0.565,50.4,49.2,7.8,8.9,0.521,16.1,27.2,0.352
190,Montana,32,16,16,0.5,-2.67,-4.02,11,7,8,5,7,8,2391,2348,68.7,105.9,0.444,0.337,0.558,50,45.1,7.5,10.7,0.52,16.1,26.8,0.312
191,Morehead State,30,14,16,0.467,-3.6,-1.85,10,6,10,4,4,11,2370,2311,71.8,105.9,0.413,0.402,0.572,46.5,51.4,7.1,8.1,0.539,17.9,26.8,0.29
192,Morgan State,30,14,16,0.467,-15.03,-11.2,11,5,9,5,5,10,2025,2121,70.3,99.8,0.409,0.333,0.519,49.2,55.8,9.9,9,0.486,17.5,31.1,0.269
193,Mount St. Mary's NCAA,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,68.4,100.2,0.326,0.274,0.525,55.5,43.9,9.3,7.9,0.499,18.5,34.6,0.215
194,Murray State,33,16,17,0.485,-3.06,-4.41,8,8,10,4,3,11,2639,2543,71.1,106,0.38,0.369,0.551,49.1,49.9,8,8.6,0.516,15.8,29.1,0.269
195,Navy,32,16,16,0.5,-4.11,-3.92,10,8,11,5,5,9,2076,2055,64.9,98.5,0.385,0.401,0.558,45.8,58.8,11.6,8.7,0.526,21.2,25.6,0.266
196,Nebraska-Omaha,32,18,14,0.563,-2.24,-1.11,9,7,8,4,8,9,2685,2673,76.2,108.3,0.334,0.388,0.568,51.3,52.3,8.7,10.4,0.535,17,30.4,0.246
197,Nebraska,31,12,19,0.387,6.47,10.74,6,12,8,8,3,8,2168,2264,69.2,103.9,0.329,0.334,0.544,48.7,51.1,8.8,11,0.514,16.9,29.4,0.23
198,Nevada-Las Vegas,32,11,21,0.344,-3.75,2.59,4,14,9,10,2,9,2202,2405,70.4,105.5,0.286,0.346,0.541,50.1,50.1,8.6,11.8,0.516,14.5,27.3,0.197
199,Nevada NCAA,35,28,7,0.8,10.49,2.03,14,4,13,1,8,4,2792,2496,70.9,100.2,0.282,0.355,0.512,47.6,52,7.7,6.3,0.483,14,26.1,0.195
200,New Hampshire,32,20,12,0.625,-3.57,-4.46,10,6,11,4,9,8,2277,2118,66.8,97.5,0.284,0.36,0.505,45.7,45.3,9.1,8.9,0.483,13.8,21.8,0.179
201,New Mexico State NCAA,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,70,96.7,0.348,0.325,0.503,45.6,43.4,7.4,5.4,0.467,16.9,29.1,0.237
202,New Mexico,31,17,14,0.548,3.04,2.07,10,8,11,4,5,7,2283,2253,70.5,102.6,0.377,0.4,0.54,49.5,56.9,10.6,8.2,0.506,16.6,27.8,0.26
203,New Orleans NCAA,32,20,12,0.625,-4.1,-5.34,13,5,11,3,7,8,2331,2215,69.5,98.1,0.342,0.369,0.531,47.1,51.1,11.9,8,0.5,20,31.6,0.235
204,Niagara,33,10,23,0.303,-8.34,-4.37,6,14,5,8,3,13,2448,2579,71.8,107.7,0.308,0.351,0.538,50.2,55.3,8.1,9.9,0.505,13.8,30.7,0.224
205,Nicholls State,31,14,17,0.452,-14.57,-5.23,7,11,10,3,4,14,2316,2464,72.2,108.7,0.343,0.345,0.563,54.7,56.8,8.6,11.3,0.537,17.8,35.9,0.235
206,NJIT,31,11,20,0.355,-10.12,-4.22,3,11,8,4,2,15,2253,2320,71.5,104.2,0.351,0.382,0.561,48,53.9,8.8,8.2,0.531,16.7,24,0.247
207,Norfolk State,34,17,17,0.5,-12.07,-8.57,12,4,10,2,5,12,2374,2430,70.6,99.8,0.393,0.388,0.506,48.8,56.6,8.3,10,0.472,14.8,28.7,0.257
208,North Carolina-Asheville,33,23,10,0.697,0.84,-5.61,15,3,13,1,10,8,2544,2261,69.5,96.7,0.32,0.387,0.541,51,55.7,7.6,8.6,0.518,20.7,26.8,0.211
209,North Carolina A&T,32,3,29,0.094,-23.07,-9.61,1,15,3,10,0,18,2056,2435,65.1,115.2,0.386,0.417,0.559,50.2,63.9,8.8,11.3,0.523,12.5,33.1,0.277
210,North Carolina Central NCAA,34,25,9,0.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,68.8,92.3,0.287,0.361,0.473,48.3,45.6,6.6,7.4,0.445,17.2,31.2,0.186
211,North Carolina-Greensboro,35,25,10,0.714,-0.1,-2.63,14,4,13,4,8,5,2628,2424,68.4,101.3,0.347,0.37,0.536,47.4,53,9.4,8.6,0.495,17.7,30.1,0.258
212,North Carolina State,32,15,17,0.469,6.09,8.09,4,14,11,7,2,8,2483,2547,71.9,109.8,0.304,0.356,0.546,49.9,49,9,7.4,0.516,13.4,31.4,0.217
213,North Carolina-Wilmington NCAA,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,71.5,104.4,0.396,0.289,0.562,48.4,46.2,6.8,7.4,0.526,17.8,27.6,0.283
214,North Carolina NCAA,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,72.6,97,0.314,0.395,0.517,41.8,46.6,8.6,9.6,0.48,16.6,24.5,0.228
215,North Dakota State,30,19,11,0.633,-1.31,-2.63,11,5,11,2,7,7,2244,2146,68.8,102.7,0.303,0.374,0.532,50,53.8,8.2,8.3,0.5,15.5,27.6,0.215
216,North Dakota NCAA,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,72.9,99.5,0.385,0.329,0.536,49.5,44.8,8.5,5.6,0.501,17.9,26.7,0.266
217,North Florida,34,15,19,0.441,-7.78,-1.65,8,6,10,5,4,13,2637,2674,73.3,107.3,0.338,0.335,0.538,48.1,53.2,11,9.5,0.508,14.1,31.3,0.232
218,North Texas,30,8,22,0.267,-11.14,-3.32,2,16,7,11,1,11,2075,2258,71.6,104.6,0.339,0.374,0.536,52,52.7,9.6,9.3,0.496,15.9,30.9,0.253
219,Northeastern,31,15,16,0.484,-0.78,-0.91,8,10,7,4,7,10,2234,2230,67.2,105.7,0.31,0.364,0.548,50.3,52.6,8.5,11.6,0.521,15,26.8,0.216
220,Northern Arizona,32,9,23,0.281,-13.92,-5.95,6,12,5,7,2,12,2217,2436,71.1,106.6,0.323,0.392,0.552,48.5,52.2,9.6,8.8,0.526,14.9,26.6,0.222
221,Northern Colorado,29,11,18,0.379,-9.27,-4.2,7,11,6,6,4,11,2075,2167,70.5,105.1,0.351,0.376,0.554,49.3,47.3,8.7,11,0.521,16.1,24.9,0.25
222,Northern Illinois,32,15,17,0.469,-3.29,-2.05,7,11,9,8,6,9,2310,2261,69.3,99.6,0.378,0.413,0.537,47.8,57,8.3,7.4,0.507,18.5,27.7,0.253
223,Northern Iowa,30,14,16,0.467,1.29,5.22,9,9,9,4,3,9,1854,1931,64.7,98.3,0.252,0.391,0.531,55.6,52.4,8.9,7.6,0.5,18.6,28,0.189
224,Northern Kentucky NCAA,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,70.8,101.2,0.301,0.335,0.526,46.9,45.4,8.4,12.4,0.494,15.2,25.8,0.213
225,Northwestern State,29,13,16,0.448,-12.03,-6.07,7,11,7,6,5,10,2204,2301,73.4,107.2,0.382,0.348,0.561,50.4,58.5,9.5,8.2,0.535,17.1,31.3,0.254
226,Northwestern NCAA,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,66.6,98.4,0.361,0.345,0.497,49.4,52.4,8.6,10.3,0.461,15.3,30.6,0.242
227,Notre Dame NCAA,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,67.7,102,0.267,0.349,0.523,51.3,51.1,7.7,11.5,0.491,16,30.6,0.196
228,Oakland,34,25,9,0.735,4.22,-3,14,4,13,4,11,3,2699,2419,74.5,95.2,0.283,0.325,0.492,48.5,51.1,8.5,8.3,0.459,16.4,28.6,0.199
229,Ohio State,32,17,15,0.531,10.31,7.28,7,11,13,6,4,7,2329,2232,68.7,101.2,0.294,0.41,0.515,48.4,52.7,7.2,8.2,0.489,15.1,28.8,0.196
230,Ohio,31,20,11,0.645,3.9,-2.56,11,7,12,4,7,6,2387,2166,72.1,97,0.325,0.364,0.506,50.2,43.9,8.1,7.9,0.473,16.3,27.6,0.222
231,Oklahoma State NCAA,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,72.7,107.9,0.449,0.345,0.575,47.1,51.5,8.9,10.8,0.535,17.9,31.2,0.325
232,Oklahoma,31,11,20,0.355,11.42,12.62,5,13,8,7,1,9,2262,2299,71.1,102.3,0.335,0.38,0.53,49.5,51.6,9.7,10.7,0.5,16.1,29.8,0.229
233,Old Dominion,31,19,12,0.613,1.94,-1.35,12,6,11,4,7,5,1998,1896,63.8,95,0.386,0.381,0.507,46,50.5,7.7,7.8,0.464,17.6,25.4,0.272
